doc_id,satz,werden,partizip
kafka_bauer_311_1,"Wir - zwei Kollegen und ich - waren damals gerade zu einem höhern Rang erhoben worden und hatten uns in feierlichem schwarzen Anzug beim Präsidenten zu bedanken, wobei ich nicht zu sagen vergessen darf, dass ich aus besonderem Grunde dem Präsidenten von vornherein zu besonderem Dank verpflichtet bin.",worden,erhoben
kafka_bauer_268_1,"Als Du an mich schriebst, am Montag, war ich nicht mehr im Zug, sondern bei Brods, vielleicht wurde gerade Dein Name genannt, und ich verfiel in Stillschweigen und in Gedanken an Dich.",wurde,genannt
kafka_bauer_268_1,"Der Vater hatte, trotzdem dieser Entschluß erst um ½11 abends gefaßt wurde überraschender Weise nichts dagegen einzuwenden, was sich nur dadurch erklären läßt, dass wir in Leitmeritz Verwandte haben und dem Vater an der Erhaltung verwandtschaftlicher Beziehungen immer sehr gelegen ist und ihm für solche Zwecke meine Schwester geeigneter erscheint als ich.",wurde,gefaßt
kafka_bauer_268_1,"Ich war bis 2 Uhr ununterbrochen bei Gericht (es kam zu keiner Entscheidung, die Sache mußte wieder vertagt werden, aber ich lasse mich lieber prügeln, ehe ich wieder herausfahre), die Schwester ununterbrochen bei den Verwandten.",werden,vertagt
kafka_bauer_51_1,"Denn da ist mir ja verboten, an Dich zu denken, widerliche Anforderungen werden ringsherum an mich gestellt, Dein Brief oder Deine Karte, sie geben mir Sicherheit, ich muß nicht an Dich denken, ich muß nur die Hand in die Tasche stecken und fühle das von Dir beschriebene Papier und weiß, Du denkst an mich, Du lebst zu meinem Glück.",werden,gestellt
kafka_bauer_189_1,"Schrieb ich aber nicht, dann lag ich auch schon auf dem Boden, wert hinausgekehrt zu werden.",werden,hinausgekehrt
kafka_bauer_189_1,"Ich habe mir einmal im einzelnen eine Aufstellung darüber gemacht, was ich dem Schreiben geopfert habe und darüber, was mir um des Schreibens willen genommen wurde oder besser, dessen Verlust nur mit dieser Erklärung sich ertragen ließ.",wurde,genommen
kafka_bauer_189_1,"Es wurde von kleinen Abwechslungen gesprochen, die jemand während seines Dienstes hatte.",wurde,gesprochen
kafka_bauer_267_1,"Vielleicht hofft er, viel Geld zu verdienen, wird sich wirklich anstrengen und schließlich doch paar Verkäufe zustandebringen.",wird,anstrengen
kafka_bauer_230_1,"Dagegen hatte ich wie schon den ganzen gestrigen Nachmittag fast eine kleine Zuneigung zum Vater oder besser Bewunderung für ihn, der imstande war, das alles zu ertragen, die Mutter und mich und die Familien der Schwestern auf dem Lande und die Unordnung dort in der Sommerwohnung, wo Watte neben dem Teller liegt, wo auf den Betten eine widerliche Mischung aller möglichen Dinge zu sehen ist, wo in einem Bett die mittlere Schwester liegt, denn sie hat eine leichte Halsentzündung und ihr Mann sitzt bei ihr und nennt sie im Scherz und Ernst ""mein Gold"" und ""mein Alles"", wo der kleine Junge in der Mitte des Zimmers, wie er nicht anders kann, während man mit ihm spielt, auf den Fußboden seine Notdurft verrichtet, wo zwei Dienstmädchen sich mit allen möglichen Dienstleistungen durchdrängen, wo die Mutter durchaus alle bedient, wo Gansleberfett auf das Brot geschmiert wird und günstigsten Falles auf die Hände tropft.",wird,geschmiert
kafka_bauer_10_1,"Wozu es dulden, dass man von irgendeinem Himmel auf diese schwarze, stachelige Erde geworfen worden ist?",worden,geworfen
kafka_bauer_10_1,"Es ist mir nur noch erinnerlich, dass das Mädchen um den bloßen Kopf einen dünnen, hellgrünen Schleier gewunden hatte, der lose flatterte, während der dunkle Mantel des Mannes vom Wind gestrafft wurde.",wurde,gestrafft
kafka_bauer_10_1,"Sie hielten einander umfaßt und man konnte nicht sagen, sie zog oder er trieb, so gleichmäßig und notwendig ging es vorwärts und man fühlte vielleicht undeutlich schon damals, wenn man es auch erst später erkannte, dass es für Liebe vielleicht keinen andern Ausweg gibt, als den, der da dargestellt wurde.",wurde,dargestellt
kafka_bauer_305_1,"Ich weiß es, aber ich weiß keine Hilfe und ich weiß nicht, wo Du eine Hilfe siehst, die nicht herangezogen wurde.",wurde,herangezogen
kafka_bauer_305_1,Was wird sich ergeben?,wird,ergeben
kafka_bauer_83_1,"Daß Du mich lieb hast, Felice, ist ja mein Glück, aber meine Sicherheit ist es nicht, denn Du kannst Dich ja täuschen, vielleicht führe ich da im Schreiben Künste auf, die Dich täuschen, Du hast mich ja kaum gesehn, kaum mich reden gehört, kaum unter meinem Schweigen gelitten, weißt nichts von den zufälligen und notwendigen Häßlichkeiten die vielleicht meine Nähe für Dich mit sich bringt - meine Sicherheit liegt vielmehr darin, dass ich Dich liebe, dass ich Dich an dem kurzen Abend erkannt habe, von Dir mich ergriffen fühlte, dass ich nicht schwächer als diese Liebe war, sondern diese Probe bestanden habe, dass sich diese Liebe meiner Natur eingeordnet hat, als wäre sie mit mir auf die Welt gekommen und nur erst jetzt begriffen worden.",worden,begriffen
kafka_bauer_190_1,"Ich beklage es nicht, denn ich hätte jene Zeit nicht mit größerer Freude verbringen können, und zu beklagen blieb nur, dass, als ich damals schloß, nur der kleinste Anfang dessen geschrieben war, was ich hatte schreiben wollen, so dass der damals unterdrückte Teil des Briefes mich Tage lang erfüllte und unruhig machte, bis diese Unruhe abgelöst wurde durch die Erwartung Ihrer Antwort und das Immerschwächerwerden dieser Erwartung.",wurde,abgelöst
kafka_bauer_190_1,"Aber meiner war mit zu großem Eifer weggeschickt, als dass er sich hätte verwerfen lassen, und Ihrer wurde zu sehr erwartet.",wurde,erwartet
kafka_bauer_190_1,- Sollte mein Brief infolge der mißbilligten Palästinafahrt Ihnen nicht übergeben worden sein?,worden,übergeben
kafka_bauer_53_1,"Ich habe einmal einen merkwürdigen Sektionsbefund über die Leiche Napoleons gelesen, in dem seine Zurückhaltung gegenüber Frauen in einem guten Zusammenhang als eine bekannte Tatsache nur flüchtig erwähnt wird.",wird,erwähnt
kafka_bauer_250_1,"Und in Budapest wird doch von einigen 100.000 Menschen deutsch gesprochen, und in 2 Jahren kann und wird sie doch ein wenig Ungarisch erlernt haben.",wird,gesprochen
kafka_bauer_250_1,"Ich wollte bei meinem Schreibtisch bleiben und den Roman weitertreiben (der heute noch an der gestrigen Unterbrechung leidet), nun bin ich aber eingeladen worden, zu Leuten, die ich gut leiden kann (die Familie des Onkels jenes Dr. Weltsch), und so zweifle ich, was ich tun soll;",worden,eingeladen
kafka_bauer_117_1,"Da wurde gestern, als ich bei Max war, schon im Weggehn von irgendetwas flüchtig mit anderem vermischt gesprochen, mich aber brachte es in irgendeinem gleichgültigen Zusammenhang auf den Gedanken, Du könntest in Frankfurt, gerade in dieser Festhalle, aus der Dein Telegramm datiert ist, mit irgendeinem alten oder auch neuen Bekannten zusammengekommen sein, der Dich festhalte.",wurde,gesprochen
kafka_brod_59_1,"Aber ich werfe es, leider nur bildlich, zur Mischung in das viele Gute, das mir hier gegeben wird.",wird,gegeben
kafka_brod_59_1,"Ein Vorgang, der gegenüber der ungeheueren Bastion unaufhörlich wiederholt werden muß, bis man im letzten Band der Gesamtausgabe glückselig müde niederfällt oder - ungünstigerenfalls - in den Knien bleibt.",werden,wiederholt
kafka_brod_59_1,"Wir haben eine hübsche Wirtschaft, in der es Euch, wie ich hoffe, gefallen wird.",wird,gefallen
kafka_brod_59_1,"Aber etwas wird es doch, muß aber persönlich abgeholt werden.",werden,abgeholt
kafka_brod_33_1,Tycho wurde mit aller Achtung verdächtig dialektisch gefunden.,wurde,gefunden
kafka_brod_57_1,"diese Zeit, wo man zwischen Dunkel und Dunkel aus einem Buch etwas erschnappen will (und dazwischen säubern doch auch Honved das Piavedelta, aus Tirol wird der Stoß geführt, Jaffa erobert, Hantke empfangen, Mann hat mit einer Vorlesung großen Erfolg, Essig gar keinen, Lenin heißt nicht Zederblum sondern Uljanoff u. dgl.) diese Zeit also will man nicht zum Schreiben verwenden und kaum will man nicht, ist es schon finster und man sieht nur noch die Gänse undeutlich draußen im Teich, diese Gänse, die (davon könnte ich viel erzählen) sehr widerlich wären, wenn man nicht noch widerlicher mit ihnen umgehen würde.",wird,geführt
kafka_brod_47_1,Der Hofzug wird am schnellsten befördert.,wird,befördert
kafka_brod_52_2,"Um die Pause auszufüllen, wurde eben jetzt etwa 100 Schritte von mir ein Göpel in Gang gebracht, meist liegt er still oder wird von vernünftigen Pferden bedient, die keine Zusprache brauchen, heute aber wurden Ochsen eingespannt und denen muß man jeden Schritt mit Hott und Hüöh und sakramentská pakáz erklären.",wurde,gebracht
kafka_brod_52_2,"Um die Pause auszufüllen, wurde eben jetzt etwa 100 Schritte von mir ein Göpel in Gang gebracht, meist liegt er still oder wird von vernünftigen Pferden bedient, die keine Zusprache brauchen, heute aber wurden Ochsen eingespannt und denen muß man jeden Schritt mit Hott und Hüöh und sakramentská pakáz erklären.",wird,bedient
kafka_brod_52_2,"Um die Pause auszufüllen, wurde eben jetzt etwa 100 Schritte von mir ein Göpel in Gang gebracht, meist liegt er still oder wird von vernünftigen Pferden bedient, die keine Zusprache brauchen, heute aber wurden Ochsen eingespannt und denen muß man jeden Schritt mit Hott und Hüöh und sakramentská pakáz erklären.",wurden,eingespannt
kafka_brod_65_1,Ich sollte mit Ruten in die Wüste getrieben werden.,werden,getrieben
kafka_brod_61_1,"Die Folterungen haben wir ja nicht selbst erfunden, sondern den Krankheiten abgeschaut, aber so wie sie wagt doch kein Mensch zu foltern, hier wird jahrelang gefoltert, mit Kunstpausen, damit es nicht zu schnell geht und - das Besonderste - der Gefolterte wird selbst gezwungen, aus eigenem Willen, aus seinem armen Innern heraus, die Folterung in die Länge zu ziehn.",wird,gefoltert
kafka_brod_61_1,"Die Folterungen haben wir ja nicht selbst erfunden, sondern den Krankheiten abgeschaut, aber so wie sie wagt doch kein Mensch zu foltern, hier wird jahrelang gefoltert, mit Kunstpausen, damit es nicht zu schnell geht und - das Besonderste - der Gefolterte wird selbst gezwungen, aus eigenem Willen, aus seinem armen Innern heraus, die Folterung in die Länge zu ziehn.",wird,gezwungen
kafka_brod_61_1,"Erstens starke Herzschmerzen, wodurch ich an einen andern Folterer erinnert wurde, der aber viel milder, weil viel schneller ist.",wurde,erinnert
kafka_brod_90_1,"- Sollte nicht eine Vorbemerkung über die Bedeutung der ""Küsterin"" gemacht werden?",werden,gemacht
kafka_brod_37_1,"Warum der Dante-Fall so gedeutet werden muß, wie Du es tust, weiß ich nicht, aber selbst wenn es so wäre, ist es doch ein ganz anderer Fall als der Deine, wenigstens wie er sich bisher entwickelt hat: ihm starb sie weg, Du aber läßt sie Dir wegsterben, indem Du Dich gezwungen fühlst, auf sie zu verzichten.",werden,gedeutet
kafka_brod_75_1,"Sie sollen ja wahrscheinlich gesondert nicht untersucht werden, da sie ja höhere und weitere Bedeutung haben, aber manchmal muß man es tun;",werden,untersucht
kafka_brod_31_1,"immer bleibt doch die Hoffnung, dass man einmal ""seine Persönlichkeit"" brauchen oder dass sie gebraucht werden wird, dass man sie also bereit halten muß.)",werden,gebraucht
kafka_brod_31_1,"Das Spiel wird ja fortwährend wiederholt, durch den augenblicklichen Fehltritt ist nur der Augenblick verloren, nicht alles.",wird,wiederholt
kafka_brod_31_1,"Dann müßte es aber gesagt werden, schon aus krankenschwesterlicher Rücksichtnahme.",werden,gesagt
kafka_brod_89_1,"Lieber Max, Dein Brief war mir diesmal (wieder zunächst ohne Rücksicht auf die Mitteilungen, das sagte ich schon öfters und fühle es sehr deutlich) deshalb besonders wichtig, weil ich in der letzten Zeit zwei oder drei Unglücksfälle oder vielleicht auch nur einen hatte, die die ständige Verwirrung so sehr vergrößerten, als wäre ich z. B. aus der letzten Gymnasialklasse durch einen in seiner Begründung mir unzugänglichen Lehrbeschluß in die erste Volksschulklasse degradiert worden.",worden,degradiert
kafka_brod_89_1,"Aber davon ist hier eigentlich nicht zu reden und würde es doch ausgebreitet, so würde sich dadurch gewiß auch rein Historisches aus alter Leidensgeschichte finden.",würde,ausgebreitet
kafka_brod_89_1,"Ich hatte den Besuch als Prüfung halbwegs bestanden, aber nachher, als schon abgeläutet worden war, fiel ich durch.",worden,abgeläutet
kafka_brod_51_1,alles mögliche und unmögliche wird aufgeführt und vor den Fälschern schreckt man zurück?,wird,aufgeführt
kafka_brod_51_1,"Es ist keines, da es auch Turisten, Jäger und überhaupt jeden aufnimmt, keinen überflüssigen Luxus hat, sich nur bezahlen läßt, was wirklich gegessen wird, und ist doch ein Sanatorium, da es einen Arzt hat, Liegekurmöglichkeit, Küche nach Belieben, gute Milch und Salme.",wird,gegessen
kafka_brod_76_1,"Ein Herr, dem wir begegnen, zeigt uns den Weg, sagt aber gleichzeitig, dass alle Quellen um 7 geschlossen werden.",werden,geschlossen
kafka_brod_76_1,"""Wie können denn die Quellen geschlossen werden"" meint der zum Wasserholen Bestimmte und wir laufen hin.",werden,geschlossen
kafka_brod_95_2,"Ich weiß auch, dass zuerst ein Gesuch eingebracht werden muß u.s.w. aber vielleicht wäre es möglich, mich das Gesuch nachträglich einbringen zu lassen und, vorausgesetzt dass mit einer Bewilligung sicher gerechnet werden kann, mich hier zu lassen, ohne dass ich am 20. den Dienst antreten muß.",werden,eingebracht
kafka_brod_95_2,"Ich weiß auch, dass zuerst ein Gesuch eingebracht werden muß u.s.w. aber vielleicht wäre es möglich, mich das Gesuch nachträglich einbringen zu lassen und, vorausgesetzt dass mit einer Bewilligung sicher gerechnet werden kann, mich hier zu lassen, ohne dass ich am 20. den Dienst antreten muß.",werden,gerechnet
kafka_brod_95_2,"Das Gespräch wird sicher ins Allgemeine abgelenkt werden undzwar von ihm, gar da Du es bist, der kommt.",werden,abgelenkt
kafka_brod_76_2,"Der Rabbi beugt sich tief über das Geländer und kann sich an den Röhren nicht satt sehn, es wird Meinung und Gegenmeinung über die Röhren ausgetauscht.",wird,ausgetauscht
kafka_brod_103_1,"Dafür aber werden die Abende, besonders da es jetzt sehr regnerisch war, gesellig verbracht, sei es dass man sich einmal mit Granunophonvorträgen unterhält, wobei wie im Züricher Münster Damen und Herren getrennt sitzen und bei lärmenderen Liedern z. B. beim Sozialistenmarsch das Hörrohr mehr den Herren zugewendet wird, während bei zarten oder besonders genau zu hörenden Stücken die Herren auf die Damenseite gehn, um nach Beendigung wieder zurückzukehren oder in einzelnen Fällen dortzubleiben für immer, sei es (willst Du den Satz grammatisch überprüfen, mußt Du das Blatt umdrehn), dass ein Berliner Trompetenbläser zu meinem großen Vergnügen bläst oder irgendein unsicher stehender Herr aus den Bergen ein Dialektstück nicht von Rosegger, sondern von Achleitner vorliest und schließlich ein freundlicher Mensch, der alles hergiebt, einen selbstverfaßten humoristischen Roman in Versen vorträgt, wobei mir nach alter Gewohnheit Tränen in die Augen kommen.",werden,verbracht
kafka_brod_103_1,"Dafür aber werden die Abende, besonders da es jetzt sehr regnerisch war, gesellig verbracht, sei es dass man sich einmal mit Granunophonvorträgen unterhält, wobei wie im Züricher Münster Damen und Herren getrennt sitzen und bei lärmenderen Liedern z. B. beim Sozialistenmarsch das Hörrohr mehr den Herren zugewendet wird, während bei zarten oder besonders genau zu hörenden Stücken die Herren auf die Damenseite gehn, um nach Beendigung wieder zurückzukehren oder in einzelnen Fällen dortzubleiben für immer, sei es (willst Du den Satz grammatisch überprüfen, mußt Du das Blatt umdrehn), dass ein Berliner Trompetenbläser zu meinem großen Vergnügen bläst oder irgendein unsicher stehender Herr aus den Bergen ein Dialektstück nicht von Rosegger, sondern von Achleitner vorliest und schließlich ein freundlicher Mensch, der alles hergiebt, einen selbstverfaßten humoristischen Roman in Versen vorträgt, wobei mir nach alter Gewohnheit Tränen in die Augen kommen.",wird,zugewendet
kafka_brod_110_1,"so beten fromme Frauen zu Gott, in den biblischen Geschichten wird aber der Gott anders gefunden.",wird,gefunden
kafka_brod_110_1,"Sag es ihnen so, dass es besser ist und freundlicher aufgenommen wird, als 3 wirkliche Briefe.",wird,aufgenommen
kafka_brod_110_1,"Dieses Verlangen nach Menschen, das ich habe und das sich in Angst verwandelt, wenn es erfüllt wird, findet sich erst in den Ferien zurecht;",wird,erfüllt
kafka_brod_113_1,Das Jahrbuch wird in Deiner Karte nicht erwähnt.,wird,erwähnt
kafka_brod_35_1,"Wenn ich sage, dass jene 5 Bücher und die Erzählung gelten, so meine ich damit nicht, dass ich den Wunsch habe, sie mögen neu gedruckt und künftigen Zeiten überliefert werden, im Gegenteil, sollten sie ganz verloren gehn, entspricht dieses meinem eigentlichen Wunsch.",werden,überliefert
kafka_brod_61_2,"Wäre ich verheiratet und hätte ich meiner Frau etwas Gleichwertiges getan, würde ich, übertrieben ausgedrückt (aber nicht übertriebener als es die Prämisse ist), würde ich in den Winkel gehn und mich umbringen.",würde,ausgedrückt
kafka_brod_83_2,"Bezeichnend ist es übrigens, dass mir in leeren Wohnungen so wohl ist, aber wohl nicht in ganz leeren, sondern in solchen, welche voll Erinnerungen an Menschen sind und vorbereitet für weiteres Leben, Wohnungen mit eingerichteten ehelichen Schlafzimmern, Kinderzimmern, Küchen, Wohnungen, in die früh Post für andere eingeworfen, Zeitung für andere eingesteckt wird.",wird,eingesteckt
kafka_brod_83_2,"Dabei denke ich gar nicht an das vollkommen Lächerliche, unwürdige Komödie, an Erwin z. B. der nie gelebt hat, nie gestorben ist und immerfort aus seiner Grabattrappe gezerrt wird (wir können nur noch mit Lachen von ihm lesen), oder an Thea oder an die Großmutter.",wird,gezerrt
kafka_brod_93_1,"Ich hatte gebeten, mir im gemeinsamen Speisezimmer auf einem separierten Tischchen zu servieren, ich sah, dass auch sonst derartig serviert wurde, auch fällt das Vegetarische so weniger auf und vor allem, man kann besser kauen und es ist überhaupt sicherer.",wurde,serviert
kafka_brod_93_1,", sonst ist es eine gute Lösung, ich werde wieder allein sein ohne das komische Alleinsitzen, vorausgesetzt, dass man nicht irgendwelche Maßregeln ausdenken wird.",werde,vorausgesetzt
kafka_jur_0_9,"So langten viele ablehnende Erklärungen von Betrieben ein, deren Werkstattarbeit überhaupt nie versichert gewesen war und von Betrieben, deren Werkstattarbeit schon längst auf Grund von Rekursen aus der Versicherung ausgeschieden worden ist:",worden,ausgeschieden
kafka_jur_0_9,"Allerdings war die Agitation, welche hier zum Schaden der Sache einsetzte, keineswegs neu, da auch die Einspruchsführung anläßlich der seinerzeitigen Einbeziehung der Werkstattarbeit in die Versicherung von ähnlichen Vorkommnissen, wie diesmal, alteriert worden ist.",worden,alteriert
kafka_jur_0_9,"Beweist, wie schon ausgeführt wurde, die Gegnerschaft solcher Vereinigungen nichts gegen die Notwendigkeit der Werkstattversicherung, so ist die Zustimmung einer derartigen Vereinigung ein sehr starkes Argument für ihre Notwendigkeit.",wurde,ausgeführt
kafka_jur_0_9,Von Seite der Lackierergenossenschaft einer der größten Städte war gegen die Einbeziehung der Werkstattarbeit in die Versicherungspflicht seinerzeit eine umfassende Aktion eingeleitet worden.,worden,eingeleitet
kafka_jur_0_9,"Ein Bauunternehmer, dessen Betrieb wegen Überlastung im Quinquennium 1897-1901 erhöht eingereiht worden war, machte.",worden,eingereiht
kafka_jur_0_9,"den Weiterbestand der Werkstattversicherung davon abhängig, daß ihm für die Zukunft jener Satz vorgeschrieben werde, welchen seine Betriebskollegen im gleichen Orte zahlen und strebt somit eine gleichmäßige Verteilung der Beitragslast an zum Zwecke der Erreichung des Gleichgewichtes in der Konkurrenzfähigkeit.",werde,vorgeschrieben
kafka_jur_0_9,"Nach eingehender Prüfung ergab sich, daß für eine Ermäßigung kein gesetzlicher Grund vorlag, und dies wurde auch dem Unternehmer mitgeteilt.",wurde,mitgeteilt
kafka_jur_0_9,"Er antwortete: Da der Tarifsatz nicht ermäßigt werden könne, seine Arbeiter aber versichert sein müßten, so bleibe ihm nichts anderes übrig, als die Versicherung der dermaligen Klassifikation entsprechend aufrecht zu erhalten.",werden,ermäßigt
kafka_jur_0_9,"Dieser Fall zeugt dafür, daß das Bedürfnis der Werkstattversicherung in der Praxis tatsächlich empfunden wird.",wird,empfunden
kafka_jur_0_9,"Dies be- weist, daß eine Teilversicherung bei Baubetrieben in der Praxis tatsächlich in rationeller Weise nicht durchgeführt werden kann.",werden,durchgeführt
kafka_jur_0_1,"Denn in einer Angelegenheit, die einen so großen, in der Sache selbst uneinigen Interessentenkreis betraf, durfte nicht nach Grundsätzen vorgegangen werden, deren man nicht sicher war.",werden,vorgegangen
kafka_jur_0_1,"Die ursprüngliche Interpretation des Gesetzes, festgelegt in Ministerialverordnungen, in Ministerialerlässen, in Ministerialentscheidungen, in Erkenntnissen des Verwaltungsgerichtshofes, wurde durch ein scharf logisch gebautes Erkenntnis des Verwaltungsgerichtshofes im Jahre 1906 widerlegt, kehrt jedoch in den neuen Erkenntnissen des Verwaltungsgerichtshofes wieder.",wurde,widerlegt
kafka_jur_0_1,"In den «Erläuterungen» des Ministerium des Innern (Verordnung vom 3. April 1888, Amtliche Nachrichten 1888-89, S. 25) wird dieselbe dahin interpretiert, daß die Versicherungspflicht auf diejenigen Arbeiter eingeschränkt ist, die «am Baue selbst beschäftigt werden».",wird,interpretiert
kafka_jur_0_1,"In den «Erläuterungen» des Ministerium des Innern (Verordnung vom 3. April 1888, Amtliche Nachrichten 1888-89, S. 25) wird dieselbe dahin interpretiert, daß die Versicherungspflicht auf diejenigen Arbeiter eingeschränkt ist, die «am Baue selbst beschäftigt werden».",werden,beschäftigt
kafka_jur_0_1,"Diese Einschränkung wird durch die Betonung der Versicherungspflicht der Arbeiter im Bauhof, das heißt in einer nur für eine gewisse Dauer und zwar nur für einen speziellen Bau eingerichteten Werkstätte, noch mehr hervorgehoben.",wird,hervorgehoben
kafka_jur_0_1,"In den Entscheidungsgründen wird zunächst die Versicherungspflicht der Gewerbe im Allgemeinen in Betracht gezogen und die Ansicht ausgesprochen, daß die Gewerbe nicht wegen der mit ihrer Ausübung an sich verbundenen Gefahr versicherungspflichtig erscheinen, sondern nur wegen der besonderen Gefahren, die durch den Hinzutritt besonderer Verhältnisse, wie der Fabriksmäßigkeit des Betriebes, der Verwendung von Motoren, der Ausführung von Bauarbeiten, hervorgerufen werden.",wird,gezogen
kafka_jur_0_1,"In den Entscheidungsgründen wird zunächst die Versicherungspflicht der Gewerbe im Allgemeinen in Betracht gezogen und die Ansicht ausgesprochen, daß die Gewerbe nicht wegen der mit ihrer Ausübung an sich verbundenen Gefahr versicherungspflichtig erscheinen, sondern nur wegen der besonderen Gefahren, die durch den Hinzutritt besonderer Verhältnisse, wie der Fabriksmäßigkeit des Betriebes, der Verwendung von Motoren, der Ausführung von Bauarbeiten, hervorgerufen werden.",werden,hervorgerufen
kafka_jur_0_1,"Die gleiche Begründung wird ausdrücklich benützt im Erkenntnis des Verwaltungsgerichtshofes vom 6. April 1894, ZI.",wird,benützt
kafka_jur_3_5,"Diese beiden Filme wurden nun bei einem Vortrag über Unfallverhütung und erste Hilfe durch den genannten Direktor dem Vorstande der Anstalt, dann in zwei getrennten Vorträgen den Beamten derselben, ferner den Arbeiterkreisen in Prag, sowie (durch den k. k. Gewerbe-Oberinspektor Jares) dem «Spolek ceskych inzenyru a architektu», ferner durch den Anstalts-Direktor dem Prager Industriellenverband, dem Polytechnischen Verein und über Einladung der Firma «Skodawerke Aktiengesellschaft» in Pilsen einer Versammlung von Beamten und Arbeitern dieser Firma, bei welcher etwa 800 Personen erschienen waren, sowie der Arbeiterschaft und den Unternehmerkreisen in Königgrätz vorgeführt.",wurden,vorgeführt
kafka_jur_3_5,"Sie eignen sich die modernste Art des Wundverbandes an, der unter Vermeidung jedes Auswaschens unmittelbar aufgelegt wird und sie sind bestrebt, die beste Art solcher Verbände festzustellen.",wird,aufgelegt
kafka_jur_3_5,Der vom Verwaltungsausschuß in Aussicht genommene einmalige Zuschuß von 500 Kronen für dieses Rettungsautomobil wurde vom Vorstande unterm 18. Oktober 1912 mit 1 000 Kronen festgesetzt.,wurde,festgesetzt
kafka_jur_3_5,"Die Anstaltsärzte wurden bereits unterm 4. Feber 1904 angewiesen, konkrete Fälle, in denen eine mediko-mechanische Behandlung — allerdings nur mit ausdrücklicher Zustimmung des Verletzten — angezeigt wäre, der Direktion behufs Stellung weiterer Anträge an den Verwaltungsausschuß mitzuteilen.",wurden,angewiesen
